Author;Date;Reaction;Comment
الإصلاحات الترقيعية;السبت 26 غشت 2023 - 09:32;11;لايوجد إصلاح في هذا المجال و إنما اجترار كلما اقترب الدخول المدرسي تبدأ هذه المؤسسات بإستهلاك المفاهيم و التقارير و الكلام الاعلامي الذي لا يدوم سوى ايام و شهور و ينتهي… الموارد المالية موجودة لكنها تصرف في المكاتب و الصفقات من طاويلات و معيدات رديئة بأسعار مرتفعة و نفس الشيء بالنسبة لموارد تكوين العنصر البشري التي رصدت لها مبالغ خالية…. لكن في الواقع قد يفتقد المكون لحاسوب و مسلط ضوئي في مؤسسة و سيجد نخبة من المدرسين يساهمون بشكل طوعي بدراهم لضمان استراحة شاي او قهوة… الوزارة تريد إصلاحا مجانيا يتكلف به المدرسين من شراء للعدة البيداغوجية و تنشيط و تأطير و مواكبة… هذا في الوقت التي تجمد اجورهم و ترقياتهم و تزيد من اقتطاع ارزاقهم… تخيلوا الاتفاق التاريخي التي توصلت به الوزارة مع المدرسين…انها تعدهم بعدم اللجوء إلى الاقتطاع من اجورهم… هل هذه الحيل و السياسة التجويعية يمكن المراهنة على إصلاح التعليم و تحفيز الاطر و ضمان الجودة؟ لماذا هذا الاقصاء المتعمد للمدرسين فيما يخص الزيادة في الأجور مقارنة مع باقي القطاعات مع العلم ان هذه الأجور هي الأضعف حاليا في سوق الشغل؟
حرب التحرير مستمرة;السبت 26 غشت 2023 - 09:55;10;"المدرسة المغربية ستبقى تفرخ الفشل بعد الفشل ….
المدرسة المغربية تعاني من الوصاية المطلقة ….
الاصلاحات تنسخ الاصلاحات السابقة
و الوزير ينسخ أفكار الوزير السابق بلغة قد تختلف ….
المدرسة المغربية يلزمها التحرر و هي في حاجة لما يشبه حرب تحرير المنظومة التعليمية
فكل من يدور في فلكها يحمل أفكارا ديكتاتورية مغلفة بمطلحات بيداغوجية ….
بدءا من خطاب الوزير و الكاتب العام و رؤساء الأقسام و مديرو الأكاديميات و مديرو المديريات حتى المفتش التربوي يمارس سلطته و ديكتاتوريته باسم الاصلاح و انقاذ المدرسة و هلم جرا من الخطابات المحفوظة عن ظهر قلب كل رجل تعليم ."
انور;السبت 26 غشت 2023 - 10:00;7;"قرابة 70 سنة على الاستقلال.. ولازلنا نتحدث عن اصلاح المنظومة….
انا بعدا فعمري 52 سنة..
منين دخلت للمدرسة وانا ماكانسمع غي الاصلاح..الاصلاح..الاصلاح…..
ومزاااااال غاديين فالاصلاح …"
مغربي;السبت 26 غشت 2023 - 10:08;11;مدخل كل اصلاح هو الاهتمام برجل التعليم على مستوى التكوين و المواكبة، تجويد ظروف العمل و خاصة الرقي بالوضعية المادية .
الرائع;السبت 26 غشت 2023 - 10:13;4;"المدرسة المغربية أضحت مثل ( الزاوية ) يؤمها الكثير من المريدين ليتبركوا بما تجود عليهم من مناصب . الكل يجتهد لنفسه و قد يضحي بالتعليم و تدريس أبناء الشعب ليواصل حصد الشهادات ترقيه لمناصب عليا قد يطرق من خلالها أبواب الوزارة .فذلك هو المراد الأعلى .
و مادامت المدرسة أصبحت كالزاوية تمنح لمن غش و خدع و جهل و تلاعب بمصير أبناء الشعب تمنحه الدرجات الرفيعة و تقوض عمل الشرفاء و النزهاء و الذين لهم غيرة على أبناء الوطن و تتنكر لمجهودهم و تبخسه بالنسيان و المماطلة و الالتفاف على حقوقهم
فكل ما يدعونه اصلاح هو وهم و كذب ."
متابع للشأن التعليمي;السبت 26 غشت 2023 - 10:18;0;تساهم الوضعية العقارة في عدة بلديات وجماعات ترابية قروية في تعثر العديد من مشاريع توسيع العرض المدرسي ومواجهة الاكتظاظ، كما أن ضعف البنية التحتية والتنمية بالعديد من المناطق النائية تجعلها مناطق طرد تحتم على الأساتذة مغادرتها في أقرب وقت عوض الاستقرار بها. زد على ذاك ضعف مساهمة المجالس المنتخبة في الحفاظ على المؤسسات …
مراقب;السبت 26 غشت 2023 - 10:51;2;فتديل المغرب سلم التصنيف العالمي في مؤشر التربية والتكوين سببه المباشر والواضع انه بدل ان يضم الفصل 20 تلميد يضم 45او حتى 50في بعض حالات الضم وهدا غير معقول وغير مبرر وكيف يمكن ايصال المعلومة او بسطها او شرحها للتلميد .كما يجب على الاساتدة اصحاب الضماىر الحية ان يمارسوا مهنتهم بتجرد ومهنية وان يبدلو جهدا اكبر حتى يكون التلاميد جميعهم في مستوى عال ولانكتفي بفىة قليلة فالتعليم هو معيار تطور الدولة
محمد;السبت 26 غشت 2023 - 11:23;5;لا أمل في وزارة تنكرت لشيوخ التربية والتعليم ضحايا النظامين الاساسيين فهي عازمة ومصممة على تفريخ مزيد من الضحايا من خلال اصرارها على تمرير نظام اساسي جديد بصفر درهم
محمد;السبت 26 غشت 2023 - 11:27;1;لا اصلاح دون حل ملف التوجيه و التخطيط ولن نقبل اي نظام اساسي لا يلبي الحق في تغيير الاطار و الساحة هي الموعد
متتبع;السبت 26 غشت 2023 - 12:13;4;إن شعار “الاصلاح” مجرد واجهة لسياسة ممنهجة لتدمير ما تبقى من المنظومة التربوية وتجهيل الشعب المغربي الغارق في الفقر والتخلف. الاصلاح لا يحتاج الى كل هاته السنوات واللقاءات والجلسات والميزانيات التي نهبت لأن مكامن الخلل واضحة ومكشوفة وما علينا سوى التوجه نحوها لاصلاحها وتعديلها لكنهم هم لا يريدون اصلاحا حقيقيا للتعليم بل يخربونه ويدمرونه كل سنة تحت شعارات براقة وماكرة.
سيمو;السبت 26 غشت 2023 - 12:37;2;مامفهوماش عندك هاذ الجملة: أما بالنسبة للتعاقد…لمدة 5سنوات؟ جملة ماعندها ساس من الراس
Saïd;السبت 26 غشت 2023 - 13:15;3;"فشل التعليم هو فشل مقصود و ممنهج فلا احد يفسل لما يزيد على 60 سنة الا إذا اتخد الفشل و سيلة و غاية….
انتهى الكلام"
محمد احلوتة;السبت 26 غشت 2023 - 13:56;4;لا إصلاح دون إنصاف فئات عريضة من رجال التعليم و السلام
أستاذ;السبت 26 غشت 2023 - 14:30;7;من الأخير، و الله إن لم تلتفت الحكومة إلى الرفع من أجور الأساتذة بما يليق بمستواها الحقيقي في المجتمع، لتحسن وضع المنظومة التربوية و لا حصل نجاح ما يسمونه الإصلاح في شتى شعاراته. حٓرْكوا لفْلوس أُ قيلونا من الشعارات الخاوية . زايْدين لْكُلشي إلّآ نساء و رجال التعليم. و ليكن في علم الحكومة أ الزيادة يجب أن تكون على أقل تقدير 3000 درهم لكل أستاذ و أستاذة بدون تمييز. ووووووووااااااا قهرتونا وووووواااا بزاف هادشي و الله حتى عيقتوا حتى حماضيتوا يا حكومات البؤس
